0	8988T	0.0879911132477
1	AoSMC	0.0759147647296
2	Chorion	0.0819507133439
3	CLL	0.0420345162883
4	Fibrobl	0.189763418907
5	FibroP	0.120108651032
6	Gliobla	0.075226793202
7	GM12891	0.0639284311776
8	GM12892	0.0711602929146
9	GM18507	0.0516389153493
10	GM19238	0.0670270232842
11	GM19239	0.0569131988648
12	GM19240	0.0828459171289
13	H9ES	0.0735926753536
14	HeLa-S3_IFNa4h	0.0518540610104
15	Hepatocytes	0.0778772888284
16	HPDE6-E6E7	0.0628561649866
17	HSMM_emb	0.0585685839854
18	HTR8svn	0.0580730070835
19	Huh-7.5	0.0818147017191
20	Huh-7	0.0672683820947
21	iPS	0.0918038900314
22	Ishikawa_Estradiol	0.0621330777304
23	Ishikawa_4OHTAM	0.0629817902691
24	LNCaP_androgen	0.0653844974445
25	MCF-7_Hypoxia	0.0697447828414
26	Medullo	0.104453465725
27	Melano	0.133478841042
28	Myometr	0.078626589234
29	Osteobl	0.1765099516
30	PanIsletD	0.0952002239493
31	PanIslets	0.0821975126194
32	pHTE	0.126108494742
33	ProgFib	0.0959158923896
34	RWPE1	0.0697284614464
35	Stellate	0.074662468606
36	T-47D	0.0666140425326
37	CD4_Th0	0.0934399862307
38	Urothelia	0.0640980747678
39	Urothelia_UT189	0.0803022524514
40	AG04449	0.0796098296343
41	AG04450	0.0703338368236
42	AG09309	0.0965128597755
43	AG09319	0.0672396960066
44	AG10803	0.0816396176639
45	AoAF	0.0831599803352
46	BE2_C	0.0832371360205
47	BJ	0.0784712886879
48	Caco-2	0.0564962614114
49	CD20+	0.0472242253025
50	CD34+	0.076364344973
51	CMK	0.0624308195418
52	GM06990	0.0424019949691
53	GM12864	0.0634229625211
54	GM12865	0.0668638093345
55	H7-hESC	0.128009689963
56	HAc	0.0861359146856
57	HAEpiC	0.0980584464208
58	HA-h	0.0964258123356
59	HA-sp	0.0919967792447
60	HBMEC	0.0960627849444
61	HCF	0.0833301185131
62	HCFaa	0.0887656376274
63	HCM	0.0924903777958
64	HConF	0.0727043957968
65	HCPEpiC	0.100608046151
66	HCT-116	0.0528615362093
67	HEEpiC	0.100480442518
68	HFF	0.0918078467332
69	HFF-Myc	0.10061051909
70	HGF	0.0692195306758
71	HIPEpiC	0.107940309196
72	HL-60	0.0763252725426
73	HMF	0.0854133220172
74	HMVEC-dAd	0.05767783149
75	HMVEC-dBl-Ad	0.0771601366249
76	HMVEC-dBl-Neo	0.0795816381339
77	HMVEC-dLy-Ad	0.0596814063701
78	HMVEC-dLy-Neo	0.0720752802087
79	HMVEC-dNeo	0.0658894715132
80	HMVEC-LBl	0.0809580757768
81	HMVEC-LLy	0.067794128848
82	HNPCEpiC	0.101821269844
83	HPAEC	0.057319749976
84	HPAF	0.0898403767571
85	HPdLF	0.0820214393888
86	HPF	0.0733364789113
87	HRCEpiC	0.0920506893069
88	HRE	0.0894971328749
89	HRGEC	0.0650615316591
90	HRPEpiC	0.108868155771
91	HVMF	0.0814294178801
92	Jurkat	0.0755185999606
93	Monocytes-CD14+	0.0630648810071
94	NB4	0.0674034045441
95	NH-A	0.0918078467332
96	NHDF-Ad	0.110630866429
97	NHDF-neo	0.0901316889281
98	NHLF	0.0990372355316
99	NT2-D1	0.0865711518849
100	PANC-1	0.055446251668
101	PrEC	0.0795534466335
102	RPTEC	0.0810377044007
103	SAEC	0.0951032847549
104	SKMC	0.0988215952828
105	SK-N-MC	0.069309545642
106	SK-N-SH_RA	0.0412946130494
107	Th2	0.0412125114868
108	WERI-Rb-1	0.091553134054
109	WI-38	0.0794124891314
110	WI-38_4OHTAM	0.0980930675617
111	A549	0.0755888314178
112	GM12878	0.0791048555655
113	H1-hESC	0.114199811463
114	HeLa-S3	0.0866611668511
115	HepG2	0.0853277583405
116	HMEC	0.153501730562
117	HSMM	0.140110767867
118	HSMMtube	0.146465230977
119	HUVEC	0.0845294937499
120	K562	0.0903591992823
121	LNCaP	0.139392626488
122	MCF-7	0.0902365415261
123	NHEK	0.0954282288912
124	Th1	0.139666628089
125	LNG.IMR90 	0.0883600756917
126	ESC.H9 	0.0836243982104
127	ESC.H1 	0.0847050723928
128	IPSC.DF.6.9 	0.0849315935715
129	IPSC.DF.19.11 	0.0898230661867
130	ESDR.H1.NEUR.PROG 	0.0612922785953
131	ESDR.H1.BMP4.MESO 	0.112175958486
132	ESDR.H1.BMP4.TROP 	0.0712849290217
133	ESDR.H1.MSC 	0.0819121355012
134	BLD.CD3.PPC 	0.0480264465949
135	BLD.CD3.CPC 	0.0492510458057
136	BLD.CD14.PC 	0.0582599612441
137	BLD.MOB.CD34.PC.M 	0.0617759853919
138	BLD.MOB.CD34.PC.F 	0.0733018577704
139	BLD.CD19.PPC 	0.0506640829404
140	BLD.CD56.PC 	0.0498791722184
141	SKIN.PEN.FRSK.FIB.01 	0.110533432647
142	SKIN.PEN.FRSK.FIB.02 	0.106628662546
143	SKIN.PEN.FRSK.MEL.01 	0.0885717592387
144	SKIN.PEN.FRSK.KER.02 	0.0980114605868
145	BRST.HMEC.35 	0.0884837226233
146	THYM.FET 	0.0612002852782
147	BRN.FET.F 	0.0921718632999
148	BRN.FET.M 	0.0983364047231
149	MUS.PSOAS 	0.0802483423892
150	MUS.TRNK.FET 	0.0997692253668
151	MUS.LEG.FET 	0.103377242832
152	HRT.FET 	0.102767416165
153	GI.STMC.FET 	0.0909393506854
154	GI.S.INT.FET 	0.0735229384842
155	GI.L.INT.FET 	0.077474694419
156	GI.S.INT 	0.0807523272825
157	GI.STMC.GAST 	0.0775068426212
158	KID.FET 	0.0836342899649
159	LNG.FET 	0.11590168783
160	OVRY 	0.0707532472157
161	ADRL.GLND.FET 	0.101855890985
162	PLCNT.FET 	0.101405321566
163	PANC 	0.0702255221115
